SITE|STONE|INSCRIPTIO|READING|BIB_REF|PAGES|VALUE
PAINT|1|1|1|Macalister/1945|45|read
PAINT|1|1|1|McManus/1991|53|read
PAINT|1|1|1|OCroinin/1995|53|read
PAINT|1|1|1|Ziegler/1994|255|read
PAINT|1|2|1|Macalister/1945|46|read
PALLY|1|1|1|Westwood/1876|118|read
PALLY|1|1|2|Macalister/1949|173|read
PALLY|1|1|3|Nash-Williams/1939|10|read
PALLY|1|1|3|Nash-Williams/1950|204|cdisc
PARAR|1|1|1|Macalister/1945|237|read
PARAR|1|2|1|Macalister/1945|237--238|read
PARAR|2|1|1|Macalister/1945|237--239|sdisc
PATRS|1|1|1|Westwood/1876|71|read
PATRS|1|1|2|Macalister/1949|139, Plate LI|read
PATRS|1|1|3|Nash-Williams/1950|79|cdisc
PBRYN|1|1|1|Macalister/1945|339|read
PBRYN|1|1|2|Nash-Williams/1950|102|read
PBRYN|1|1|3|Westwood/1879|146|read
PBRYN|1|1|4|Rhys/1905|70|read
PERNP|1|1|1|Hencken/1932|254|read
PERNP|1|1|1|Macalister/1949|182|read
PGWRA|1|1|1|Anstis/nd|39 (renumbered as 25)|read
PGWRA|1|1|1|Okasha/1993|211--212|read
PHLLK|1|1|1|Macalister/1945|449--450|read
PHLLK|1|1|2|Okasha/1993|201--203|read
PHLLK|1|1|3|Thomas/1994|284--286|read
PMCH1|1|1|1|Westwood/1863|255--257|read
PMCH1|1|1|1|Westwood/1879|175|read
PMCH1|1|1|2|Macalister/1945|370|read
PMCH1|1|1|3|Nash-Williams/1950|92|read
PMCH1|2|1|1|Westwood/1879|175|read
PMCH1|2|1|2|Macalister/1945|371--372|read
PMCH1|2|1|3|Nash-Williams/1950|92|read
PMCH1|2|1|4|Rhys/1873|10|read
PMCH1|3|1|1|Westwood/1871|257--258, and figs|read
PMCH1|3|1|1|Westwood/1879|176--177 (but with typo)|read
PMCH1|3|1|2|Macalister/1945|370--371|read
PMCH1|3|1|3|Nash-Williams/1950|92|read
PMCH1|3|1|4|Rhys/1873|10|read
PMCH1|3|1|4|Rhys/1905|41|read
PMCH2|1|1|1|Macalister/1945|371--372 and fig|read
PMCH2|1|1|2|Nash-Williams/1950|93|read
PMCH2|1|1|3|Anon/1915|443|read
PMCH2|1|1|4|Anon/1969|160|read
PMCH2|1|1|5|Bagnall/etal/1987|540W|read
PMRFA|1|1|1|Rhys/1882|162--165|read
PMRFA|1|1|2|Macalister/1945|372|read
PMRFA|1|1|3|Nash-Williams/1950|93|read
PMRFA|1|1|4|Rhys/1905|82|read
PMRFA|1|1|5|RCAHMW/1960|95|read
PNZAN|1|1|1|Macalister/1949|181|read
PNZAN|1|1|2|Okasha/1993|197--198|read
PNZAN|1|1|3|Thomas/Thorpe/1998|1--2|read
PNZAN|1|2|1|Macalister/1949|181|read
PNZAN|1|2|2|Okasha/1993|198|read
PNZAN|1|2|3|Thomas/Thorpe/1998|3--5|read
PNZAN|1|3|1|Macalister/1949|181|read
PNZAN|1|3|2|Okasha/1993|198|read
PNZAN|1|3|3|Thomas/Thorpe/1988|4--5|read
POMCK|1|1|1|Macalister/1945|20--21|cdisc
PONTS|1|1|1|Macalister/1945|322|cdisc
POOL|1|1|1|Forsyth/1996|461|sdisc
PRCMB|1|1|1|Okasha/1993|194|read
PRHOS|1|1|1|RCAHMW/1937|cix|read
PRHOS|1|1|2|Macalister/1945|313--314|read
PRHOS|1|1|3|Nash-Williams/1950|67|read
PRHOS|1|1|4|Brash/1871|267|read
PRIES|1|1|1|Macalister/1945|256|read
PRKLA|1|1|1|Macalister/1945|217|read
PRKLA|1|1|1|O'Sullivan/Sheehan/1996|245|minor
PRTT1|1|1|1|Nash-Williams/1950|161, fig. 174|read
PRTT1|1|1|2|Nash-Williams/1950|38|read
PRTT1|1|1|3|Macalister/1945|383|read
PRTT1|1|2|1|RCHAMW/1976|37|read
PRTT1|1|2|2|Nash-Williams/1950|161|read
PRTT1|1|2|3|Westwood/1876|38--39|cdisc
PRTT1|1|2|3|Westwood/1879|38--39|read
PRTT1|1|2|4|Rhys/1899|146|read
PRTT1|1|2|5|Macalister/1945|384|read
PRTT2|1|1|1|RCHAMW/1976|41|cdisc
PRTT2|1|1|2|Nash-Williams/1950|161|cdisc
PRTT2|1|1|3|Westwood/1876|32|read
PRTT2|1|1|4|Macalister/1949|159|read
PRTT2|1|1|5|Rhys/1873|8|read
PRTT2|1|1|5|Rhys/1899|145|read
PRTT3|1|1|1|Richards/1925|426|cdisc
PRTT3|1|1|2|Macalister/1949|152|read
PRTT3|1|1|3|Nash-Williams/1950|161--163|read
PRTT3|1|1|4|RCHAMW/1976|42|read
PRTT4|1|1|1|Hughes/1926|193|cdisc
PRTT4|1|1|2|Nash-Williams/1950|163|cdisc
PRTT4|1|1|3|RCHAMW/1976|43|read
PRTT4|1|1|4|Macalister/1949|151|read
PRTYV|1|1|1|Cubbon/1971|11|read
PRTYV|1|1|1|Cubbon/1982|262|read
PRTYV|1|1|1|Jones/1990|29-44|read
PRTYV|1|1|1|Kermode/1897|47-51|read
PRTYV|1|1|1|Kermode/1907|121-123|read
PRTYV|1|1|1|Macalister/1949|190|read
PUNCH|1|1|1|Macalister/1945|425|read
PUNCH|1|1|1|Nash-Williams/1950|205|read
PYFAI|1|1|1|RCAHMW/1976|55|read
RACOB|1|1|1|Macalister/1945|70|read
RAMSY|1|1|1|Okasha/1970|69|read
RANTA|1|1|1|Macalister/1945|300|read
RATAS|1|1|1|Fanning/1977|14|read
RATAS|1|1|1|McManus/1991|71|read
RATHD|1|1|1|Macalister/1949|86|cdisc
RATHK|1|1|1|OSullivan/Sheehan/1996|360|read
RBANE|1|1|1|Macalister/1949|121|other
RCMMN|1|1|1|Petrie/1878|11, Fig. 12|cdisc
RCMMN|1|1|2|Macalister/1949|15|minor
RCROG|2|1|1|Macalister/1945|17|minor
RDRTH|1|1|1|Okasha/1993|218--219|read
RDRTH|1|1|2|Thomas/1985|173--174|read
RDRTH|1|1|2|Thomas/1994|284|read
REASK|1|1|1|Fanning/1981|140|read
REASK|2|1|1|Fanning/1981|142|read
REASK|2|1|2|Macalister/1949|97|read
REASK|2|2|1|Fanning/1981|142|read
REASK|2|2|2|Macalister/1949|97|read
REDGT|1|1|1|Langdon/1896|378|read
REDGT|1|1|2|Macalister/1949|184|read
REDGT|1|1|3|Okasha/1993|215|read
RFILD|1|1|1|Macalister/1945|240|read
RFILD|2|1|1|Macalister/1945|240|read
RFILD|3|1|1|Macalister/1945|241|read
RFILD|4|1|1|Macalister/1945|241|read
RFILD|5|1|1|Macalister/1945|241|minor
RFILD|6|1|1|Macalister/1945|241|minor
RGLAS|1|1|1|Macalister/1945|19|cdisc
RGLAS|1|1|1|Petrie/1878|254|read
RGLAS|1|1|2|Macalister/1945|19|cdisc
RHDDL|1|1|1|Macalister/1945|339|read
RHDDL|1|1|2|Nash-Williams/1950|102|read
RHDDL|1|1|3|Brash/1869|161|read
RHDDL|1|1|3|Westwood/1879|136|read
RHDDL|1|1|4|Rhys/1873|4|read
RHDDL|1|1|5|Rhys/1905|87|read
RHDDL|1|2|1|Westwood/1879|136|read
RHDDL|1|2|2|Macalister/1945|339|read
RHDDL|1|2|3|Nash-Williams/1950|102|read
RHDDL|1|2|4|Rhys/1873|4|read
RIALT|1|1|1|Macalister/1945|455|read
RIALT|1|1|2|Okasha/1993|222--223|read
RIALT|1|1|3|Thomas/1994|268--270|read
ROSCR|1|1|1|Macalister/1949|103|read
ROSCR|1|1|1|Petrie/1878|39|read
ROSCR|2|1|1|Macalister/1949|103|read
ROSCR|2|1|2|Petrie/1878|39|read
ROSSH|1|1|1|Macalister/1949|8|cdisc
ROSSH|1|1|2|Higgins/1987|381|cdisc
ROVMO|1|1|1|Macalister/1945|122|read
ROVMO|2|1|1|Macalister/1945|123|read
ROVMO|3|1|1|Macalister/1945|123--124|read
RSOLV|1|1|1|Anon/1933|375|read
RSOLV|1|1|1|Macalister/1949|164|read
RSOLV|1|1|2|Nash-Williams/1950|165|read
RSOLV|1|1|3|RCAHMW/1976|55|read
RSOLV|1|1|4|Westwood/1865|66|read
RSOLV|1|1|4|Westwood/1879|27|read
RSOLV|1|1|5|Rhys/1873|8|read
RTHCA|1|1|1|Macalister/1945|82|read
RTHCA|1|1|1|Ziegler/1994|258|list
RTHCA|1|1|2|Gippert/Web|79|read
RTHCA|2|1|1|Macalister/1945|82|read
RTHDF|1|1|1|Macalister/1945|188--189, Fig.|read
RTHDF|1|1|2|Cuppage/etal/1986|336|read
RTHDF|2|1|1|Macalister/1945|189|read
RTHDF|2|1|2|Cuppage/etal/1986|336|read
RTHDF|2|1|3|Cuppage/etal/1986|336|read
RTHKE|1|1|1|Macalister/1949|197|read
RTHKE|1|1|2|McManus/1991|68|read
RTHKE|2|1|1|McManus/1991|68|read
RTHKE|2|1|2|McManus/1991|68|other
RTHKE|3|1|1|Macalister/1949|197|minor
RTHOD|1|1|1|Macalister/1945|190|read
RTHOD|1|1|1|McManus/1991|65|read
RTHOD|2|1|1|Macalister/1945|191|read
RTHOD|2|1|2|McManus/1991|65|read
RUSHE|1|1|1|Macalister/1945|7--8|cdisc
RUSHE|1|1|1|Ziegler/1994|252|read
RUSHN|1|1|1|Kermode/1907|73-74, 96-98|read
RUSHN|1|1|1|Kermode/1910-1911|437|read
RUSHN|1|1|1|Macalister/1945|480-482|read
RUSHN|1|1|1|Rhys/1890|134|read
RUSHN|1|1|1|Rhys/Browne/1891|40|read
RUSHN|2|1|1|Rhys/1886a|33|read
RUSHN|2|1|1|Rhys/Browne/1891|39|minor
RUSHN|2|1|2|Kermode/1907|73-74, 98-99|sdisc
RUSHN|2|1|3|Macalister/1902|136|read
RUSHN|2|1|3|Macalister/1945|482|sdisc
RUSHN|2|1|4|Rhys/1886b|93|read
SANTN|1|1|1|Allen/1887|240|read
SANTN|1|1|1|Cubbon/1971|5|read
SANTN|1|1|1|Cubbon/1982|259|read
SANTN|1|1|1|Cumming/1857|42--43|read
SANTN|1|1|1|Kermode/1895|205--206|read
SANTN|1|1|1|Kermode/1907|74, 114--115|read
SANTN|1|1|1|Kermode/1910--1911|348--349|read
SANTN|1|1|1|Kermode/1929b|21|read
SANTN|1|1|1|Macalister/1945|483|read
SANTN|1|1|1|Setoun/1823|499|read
SANTN|1|1|2|Huebner/1876|60|read
SBRID|1|1|1|Edwards/forthcoming|n/a|read
SCATT|1|1|1|Petrie/1878|26|read
SCATT|1|1|2|Macalister/1949|88|read
SCATT|1|2|1|Petrie/1878|26|read
SCATT|1|2|2|Macalister/1949|88|cdisc
SCETH|1|1|1|Westwood/1876|57|cdisc
SCETH|1|1|2|Macalister/1922|199|cdisc
SCETH|1|1|2|Macalister/1945|324|cdisc
SCETH|1|1|3|Nash-Williams/1950|81|cdisc
SCHUD|1|1|1|Macalister/1945|257|read
SCHUD|1|1|2|McManus/1991|66|read
SCLEM|1|1|1|Macalister/1945|451--52|read
SCLEM|1|1|2|Okasha/1993|226|cdisc
SCLEM|1|1|3|Thomas/1994|270|cdisc
SCLEM|1|2|1|Macalister/1945|452|read
SCLEM|1|2|2|Okasha/1993|226|read
SCLEM|1|2|3|Thomas/1994|270|read
SCOLM|1|1|1|Thomas/1994|282|read
SCOLM|1|2|1|Macalister/1945|454|read
SCOLM|1|2|2|Okasha/1993|231|read
SCRED|1|1|1|Langdon/1896|364--365|read
SCRED|1|1|2|Macalister/1949|186|read
SCRED|1|1|3|Okasha/1993|253|read
SCRED|2|1|1|Langdon/1896|362|read
SCRED|2|1|2|Macalister/1949|186|read
SCRED|2|1|3|Okasha/1993|255--258|read
SCRED|2|1|4|Thomas/1994|286|read
SCRED|2|2|1|Langdon/1896|361|read
SCRED|2|2|2|Okasha/1993|256--258|read
SCRED|2|2|3|Macalister/1949|186|read
SDAV1|1|1|1|Jackson/1953|290|read
SDAV1|1|1|1|Macalister/1945|425|read
SDAV1|1|1|2|Nash-Williams/1950|205|read
SDAV1|1|1|3|Rhys/1896|106--107|read
SDAV2|1|1|1|Macalister/1949|175|read
SDAV2|1|1|2|Nash-Williams/1950|207 and fig. 235|read
SDAV2|1|1|3|Westwood/1879|127--128|read
SDAV2|1|1|4|RomillyAllen/1896|304|read
SDAV3|1|1|1|Nash-Williams/1950|208|read
SDAV3|1|1|2|Macalister/1949|174|read
SDAV3|2|1|1|Nash-Williams/1950|208|read
SDAV3|3|1|1|Nash-Williams/1950|210|read
SDAV3|3|1|2|Macalister/1949|174|read
SDAV3|3|2|2|Macalister/1949|174|read
SDAV3|4|1|1|Nash-Williams/1950|211, Fig. 239|read
SDAV4|1|1|1|Craster/1957|118|read
SDAV4|1|2|1|Craster/1957|118|read
SDOGM|1|1|1|Macalister/1945|426|read
SDOGM|1|1|2|Nash-Williams/1950|211--213|read
SDOGM|1|1|3|Jones/1860|134|read
SDOGM|1|1|3|Westwood/1879|216|read
SDOGM|1|1|4|Rhys/1873|5|read
SDOGM|1|1|5|RomillyAllen/1896|299|read
SDOGM|1|1|6|Brash/1869|158--159|read
SDOGM|1|2|1|Macalister/1945|426|read
SDOGM|1|2|2|Nash-Williams/1950|213|read
SDOGM|1|2|3|Jones/1860|134|read
SDOGM|1|2|3|Westwood/1879|216|read
SDOGM|1|2|4|Rhys/1873|5|read
SDOGM|1|2|5|RomillyAllen/1896|299|read
SDOGM|2|1|1|Nash-Williams/1950|213|read
SDOGW|1|1|1|Macalister/1922|212|read
SDOGW|1|1|1|Macalister/1945|427--428|read
SDOGW|1|1|2|Nash-Williams/1950|213|read
SDOGW|1|1|3|Westwood/1879|106|read
SDOGW|1|1|4|RomillyAllen/1876|Fig. facing 54|read
SDOGW|1|1|4|RomillyAllen/1896|300|read
SDOGW|1|1|5|Rhys/1918|189|read
SDOGW|1|2|1|Macalister/1945|427--428|read
SDOGW|1|2|2|Nash-Williams/1950|213|read
SDOGW|1|2|3|Westwood/1879|106|read
SDOGW|1|2|4|RomillyAllen/1876|Fig. facing 54|illus
SDOGW|1|2|4|RomillyAllen/1896|300|read
SEDRN|1|1|1|Macalister/1945|428|read
SEDRN|1|1|1|Nash-Williams/1950|215 and fig|read
SEDRN|2|1|1|Nash-Williams/1950|393|read
SEIRK|1|1|1|Macalister/1949|39, Plate VIII|cdisc
SENDL|1|1|1|Macalister/1945|457|read
SENDL|1|1|2|Okasha/1993|234|read
SENDL|1|1|3|Thomas/1994|263--264|read
SFORD|1|1|1|Petrie/1878|72 & pl. XXXVIII, 79|read
SFORD|1|1|2|Macalister/1949|121--122|read
SHANK|1|1|1|Macalister/1949|75--76|cdisc
SHILL|1|1|1|Macalister/1945|465|read
SHILL|1|1|1|Okasha/1993|265--266|read
SHILL|1|1|2|Thomas/1994|278|read
SHLRY|1|1|1|Macalister/1945|460--461|read
SHLRY|1|1|2|Okasha/1993|236--238|read
SHLRY|1|1|3|Thomas/1994|289--90|read
SHNKL|1|1|1|Macalister/1949|110|read
SILCH|1|1|1|Macalister/1945|473--474|cdisc
SILCH|1|1|2|Fulford/Clark/1999|177--178|read
SISHM|1|1|1|Rhys/1877|141|read
SISHM|1|1|2|Evans/1907|65|read
SISHM|1|1|2|Macalister/1945|358--359|read
SISHM|1|1|2|Rhys/1907|67|read
SISHM|1|1|2|Westwood/1879|85|read
SISHM|1|1|3|Nash-Williams/1950|120|read
SISHM|1|2|1|Macalister/1945|359|minor
SISHM|2|1|1|Nash-Williams/1950|120|read
SISHM|2|1|2|Macalister/1945|359|read
SISHM|2|1|2|Rhys/1907|66--68|read
SISHM|2|1|3|Rhys/1907|66--68|read
SISML|1|1|1|Edwards/forthcoming|n/a|cdisc
SJUST|1|1|1|Macalister/1945|461--462|read
SJUST|1|1|2|Okasha/1993|243--246|read
SJUST|1|1|3|Thomas/1994|286--87|read
SLIAN|1|1|1|Westwood/1879|137|read
SLIAN|1|1|2|Macalister/1945|340|read
SLIAN|1|1|3|Nash-Williams/1950|104|read
SLIAN|1|1|4|Rhys/1873|4|read
SNCL1|1|1|1|Macalister/1945|429--430|read
SNCL1|1|1|2|Nash-Williams/1950|217|read
SNCL1|1|1|3|Rhys/1898a|56|read
SNCL1|2|1|1|Macalister/1945|430|read
SNCL1|2|1|2|Nash-Williams/1950|217 and fig|read
SNCL1|2|1|3|Rhys/1898a|59|read
SNCL2|1|1|1|Macalister/1945|428--29 inc fig|read
SNCL2|1|1|2|Nash-Williams/1950|217 and fig|cdisc
SNCL2|1|1|3|Rhys/1873|6|read
SNCL2|1|1|3|Rhys/1905|85|cdisc
SOURT|1|1|1|Okasha/1993|262|read
SOURT|1|1|2|Macalister/1945|471|read
SOURT|1|1|3|Thomas/1994|281|read
SPOLE|1|1|1|Macalister/1945|431--432|read
SPOLE|1|1|2|Nash-Williams/1950|217|read
SPOLE|1|1|3|Westwood/1879|110|read
SPOLE|1|1|4|Westwood/1876|110|read
SPOLE|1|1|5|Jones/1862|142|read
SPOLE|1|1|6|Rhys/1873|6|read
SPTTL|1|1|1|Macalister/1922|32|read
SPTTL|1|1|1|Macalister/1945|430--431|read
SPTTL|1|1|2|Nash-Williams/1950|217|read
SPTTL|1|1|3|Rhys/1874|332|read
SPTTL|1|1|3|Westwood/1879|109|read
SPTTL|1|1|4|Rhys/1874|332|read
SPTTL|1|1|5|Rhys/1905|34|read
SPTTL|1|1|6|RomillyAllen/1896|303|read
STISL|1|1|1|Macalister/1945|302--303|read
STKEW|1|1|1|Macalister/1945|462|read
STKEW|1|1|1|Thomas/1994|240|read
STKEW|1|1|2|Okasha/1993|248--50|cdisc
STKEW|1|2|1|Macalister/1945|462|read
STKEW|1|2|1|Thomas/1994|240|read
STKEW|1|2|2|Okasha/1993|248--50|cdisc
STNTN|1|1|1|Macalister/1945|432--433|read
STNTN|1|1|2|Nash-Williams/1950|217--219|read
STNTN|1|1|3|Westwood/1880|293|read
STNTN|1|1|4|Westwood/1880|294|read
STNTN|1|1|5|RomillyAllen/1896|300|read
STNTN|1|2|1|Macalister/1945|432--433|read
STNTN|1|2|2|Nash-Williams/1950|219|read
STNTN|1|2|3|Rhys/1881|217--219|read
STNTN|1|2|3|Rhys/1897|326--327|read
STNTN|1|2|4|Macalister/1922a|32--33|read
STWFD|1|1|1|Okasha/1993|269--70|cdisc
STWFD|1|1|2|Radford/1969|81|read
STWFD|1|1|2|Thomas/1994|290|read
SVNSS|1|1|1|Macalister/1930|423|read
SVNSS|1|1|1|Macalister/1945|379|read
SVNSS|1|1|2|Nash-Williams/1950|166|read
SVNSS|1|1|3|RCHAMW/1976|36|read
SVNSS|1|1|4|Westwood/1879|6--7|read
SVNSS|1|1|5|Rhys/1874|332|read
TALYB|1|1|1|Macalister/1949|139|cdisc
TALYB|1|1|2|Nash-Williams/1950|81|cdisc
TAWNA|1|1|1|Okasha/1993|290|read
TAWNA|1|1|2|Macalister/1945|438|read
TBYAN|1|1|1|Macalister/1945|441|read
TBYAN|1|1|2|Okasha/1993|296--297|read
TCKML|1|1|1|Okasha/1993|317|read
TCROM|1|1|1|Okasha/1993|302|read
TCROM|1|1|2|Thomas/1994|330|read
TCSTL|1|1|1|Macalister/1945|326|cdisc
TCSTL|1|1|2|Nash-Williams/1950|81|cdisc
TCSTL|1|1|3|Robinson/1878|222|cdisc
TCSTL|1|2|1|Macalister/1945|326|cdisc
TCSTL|1|2|2|Nash-Williams/1950|               81|cdisc
TEMAN|1|1|1|Macalister/1945|80|cdisc
TEMAN|1|1|1|Power/etal/1992|125|list
TEMAN|1|1|1|Ziegler/1994|258|list
TERMY|1|1|1|Macalister/1945|234--235|cdisc
TERMY|1|1|1|OSullivan/Sheehan/1996|315|list
TERMY|1|1|2|OSullivan/Sheehan/1996|315 & fig. 206|read
TFEIC|1|1|1|Macalister/1949|32--33|cdisc
TFLYS|1|1|1|Macalister/1945|373|read
TFLYS|1|1|2|Nash-Williams/1950|93|read
TFLYS|1|1|3|RomillyAllen/1905|70--71|read
TFLYS|1|1|4|Rhys/1907|93|read
TGARN|1|1|1|Macalister/1949|141|read
TGARN|1|1|2|Nash-Williams/1950|106, Fig. 105|read
TGARN|2|1|1|Rhys/1877a|139|read
TGARN|2|1|1|Westwood/1879|144|read
TGARN|2|1|2|Macalister/1945|340--341|read
TGARN|2|1|3|Nash-Williams/1950|104|read
TGENE|1|1|1|Macalister/1945|5|cdisc
TGENE|1|1|2|Higgins/1987|288, Fig. 19, Pl. 12B|cdisc
TGENE|2|1|1|Macalister/1949|5, Plate II|minor
TGENE|2|1|2|Higgins/1987|383, Fig. 99, Pl. 50A|cdisc
TGONY|1|1|1|Okasha/1993|299--302|read
TGONY|1|1|2|Macalister/1945|438--439|read
TGONY|1|1|2|Thomas/1994|283--284|read
THILL|1|1|1|Thomas/1994|330|read
THILL|1|1|2|Thomas/1994|288--289|read
THOTO|1|1|1|Macalister/1949|73--75|cdisc
TIHIL|1|1|1|Macalister/1949|42, Plate XXXVII|cdisc
TIHIL|2|1|1|Macalister/1949|42|minor
TIHIL|2|1|1|Williams/1897|42|minor
TINAH|1|1|1|Macalister/1945|249--251|read
TINAH|1|2|1|Macalister/1945|249--251|read
TINAH|2|1|1|Macalister/1945|251|read
TIRPH|1|1|1|RCHAMW/1976|36|cdisc
TIRPH|1|1|2|Nash-Williams/1950|166|cdisc
TIRPH|1|1|3|Rhys/1873|9|read
TIRPH|1|1|4|Stephens/1862|130--131|cdisc
TIRPH|1|1|5|Jones/1862|223|cdisc
TIRPH|1|1|6|Macalister/1945|380|read
TIRPH|1|2|1|Anon/1933|375|cdisc
TIRPH|1|2|1|Macalister/1945|382|cdisc
TISAR|1|1|1|Macalister/1949|78, Plate XLII|cdisc
TLGMO|1|1|1|Macalister/1945|124--126|read
TMINE|1|1|1|Macalister/1945|20|cdisc
TMINE|1|1|1|Ziegler/1994|254|read
TMINE|1|1|2|Gippert/Web|Ogham 17|sdisc
TMINE|1|1|3|McManus/1991|65|minor
TMOUN|1|1|1|Macalister/1945|304|read
TMYLE|1|1|1|Higgins/1987|273--274|cdisc
TNTGL|1|1|1|Macalister/1949|187, Plate LXI|read
TNTGL|1|1|2|Okasha/1993|293--294|read
TNTGL|1|1|3|Langdon/1896|367|cdisc
TNTGL|1|2|1|Macalister/1949|187, Plate LXI|read
TNTGL|1|2|2|Okasha/1993|293--294|read
TNTGL|1|2|3|Langdon/1896|368 and Fig.|cdisc
TNTIS|1|1|2|deBruxelles/1998|5|read
TNTIS|1|1|2|Morris/1998|87|read
TNTIS|1|1|2|Morris/1999|8--9|read
TNTIS|1|2|1|Morris/1998|86|read
TNTIS|1|2|1|Morris/1999|7|read
TOOCU|1|1|1|Macalister/1945|291|read
TOURP|1|1|1|Macalister/1949|100, Plate XLIV|read
TOURP|2|1|1|Macalister/1949|100, Plate XLIV|read
TOURP|3|1|1|Macalister/1949|100, Plate XLIV|read
TOURP|4|1|1|Macalister/1949|100, Plate XLV|read
TOURP|5|1|1|Macalister/1949|101|read
TOURP|6|1|1|Macalister/1949|101|read
TOURP|7|1|1|Macalister/1949|101|read
TOURP|8|1|1|Macalister/1949|101|minor
TOURP|8|1|2|Moloney/1964|101|read
TOURP|9|1|1|Lionard/1961|104, Fig. 3.3|minor
TOURP|9|1|1|Macalister/1949|213|read
TOURP|9|1|2|Moloney/1964|105|Fig. 4
TOURP|10|1|1|Macalister/1949|213|read
TOURP|11|1|1|Macalister/1949|213|read
TOURP|12|1|1|Macalister/1949|213|read
TOURP|13|1|1|Macalister/1949|213|read
TOURP|14|1|1|Macalister/1949|213|read
TOURP|15|1|1|Macalister/1949|213|read
TOURP|16|1|1|Macalister/1949|213|read
TOURP|17|1|1|Macalister/1949|213|read
TOURP|18|1|1|Macalister/1949|213|read
TOURP|19|1|1|Macalister/1949|213|read
TOURP|20|1|1|Macalister/1949|213|read
TOURP|21|1|1|Macalister/1949|213|read
TOURP|22|1|1|Macalister/1949|213|read
TOURP|23|1|1|Lionard/1961|104, Fig. 3.2|minor
TOURP|23|1|1|Macalister/1949|213|read
TOURP|23|1|1|Moloney/1964|102|read
TOURP|24|1|1|Macalister/1949|213|read
TOURP|25|1|1|Macalister/1949|213|read
TOURP|26|1|1|Macalister/1949|213|read
TOURP|27|1|1|Macalister/1949|213|read
TOURP|28|1|1|Macalister/1949|213|list
TOURP|29|1|1|Macalister/1949|213|list
TOURP|30|1|1|Macalister/1949|213|list
TOURP|31|1|1|Macalister/1949|213|list
TPBNN|1|1|1|Macalister/1949|4, Plate II|minor
TPBNN|1|1|2|Higgins/1987|327, Fig. 49, Pl. 29A|cdisc
TPBNN|2|1|1|Macalister/1945|4, Plate I|minor
TPBNN|2|1|2|Higgins/1987|380, Fig. 96, Pl. 49A|cdisc
TPBNN|3|1|1|Macalister/1949|4--5|cdisc
TPBNN|3|1|2|Higgins/1987|287, Fig. 18|cdisc
TRALE|1|1|1|Macalister/1945|252|read
TRAWS|1|1|1|Gresham/1985|386--388|cdisc
TRAWS|1|1|1|Lhwyd/1910|89|read
TRAWS|1|1|2|Gresham/1985|386|cdisc
TRAWS|1|1|2|Owen/1896|136--137|read
TRAWS|1|1|3|Gresham/1985|386|cdisc
TRAWS|1|1|3|Pennant/1784|110--111|read
TRAWS|1|1|4|LonguevilleJones/1846|423--424|read
TRAWS|1|1|5|Gresham/1985|387|cdisc
TRAWS|1|1|5|Thomas/1885|143--145|cdisc
TRAWS|1|1|6|Gresham/1985|387|cdisc
TRAWS|1|1|6|Rhys/1897|136--137|cdisc
TRAWS|1|1|7|Macalister/1945|396--397|cdisc
TRAWS|1|1|8|Nash-Williams/1950|174|cdisc
TRAWS|1|1|9|Gresham/1985|391|sdisc
TRLLW|1|1|1|Westwood/1876|62|cdisc
TRLLW|1|1|2|Macalister/1945|329|read
TRLLW|1|1|3|Nash-Williams/1950|81|cdisc
TRLLW|1|1|4|Rhys/1873|9|read
TRLLW|1|2|1|Westwood/1876|62|cdisc
TRLLW|1|2|2|Macalister/1945|329|cdisc
TRLLW|1|2|3|Nash-Williams/1950|81|cdisc
TRLLW|1|2|4|Rhys/1873|9|cdisc
TRSCO|1|1|1|Macalister/1945|463|read
TRSCO|1|1|2|Macalister/1945|463--464|read
TRSCO|1|1|3|Thomas/1985a|178|read
TRSCO|1|1|4|Okasha/1993|304--305|read
TRSCO|1|1|5|Thomas/1994|271, & fig 16.10|read
TRVNG|1|1|1|Macalister/1945|461|read
TRVNG|1|1|2|Macalister/1945|461|read
TRVNG|1|1|3|Okasha/1993|314|read
TRVNG|1|1|4|Thomas/1994|284--285, Fig. 17.8|read
TRWSF|1|1|1|Hemp/Gresham/1961|154|cdisc
TSLTN|1|1|1|Macalister/1949|177|read
TSLTN|1|1|2|Thomas/1967a|104|read
TSLTN|1|1|3|Okasha/1993|308|read
TSLTN|1|1|4|Langdon/Allen/1895|58|read
TUAM|1|1|1|Higgins/1987|379|cdisc
TUAM|1|1|1|Macalister/1949|1|cdisc
TUAM|2|1|1|Macalister/1928|2|
TUAM|2|1|1|Macalister/1949|2|cdisc
TUAM|2|1|2|Harbison/1992|175|cdisc
TUAM|2|2|1|Macalister/1949|3|cdisc
TUAM|2|2|2|Harbison/1992|176|cdisc
TUAMG|1|1|1|Macalister/1949|92|read
TUAMG|1|1|2|Westropp/1909|397|read
TULHE|1|1|1|Macalister/1945|38--40|cdisc
TULHE|1|1|1|Ziegler/1994|255|read
TULLA|1|1|1|Macalister/1945|8--9|cdisc
TULYS|1|1|1|Henderson/Okasha/1992|8|read
TULYS|1|1|1|Macalister/1949|92|read
TULYS|1|2|1|Macalister/1949|92-93|read
TULYS|1|2|2|Henderson/Okasha/1992|8|read
TULYS|2|1|1|Henderson/Okasha/1992|12, Plate Ic|read
TULYS|3|1|1|Henderson/Okasha/1992|12, Plate Ib|read
