SITE|STONE|INSCRIPTIO|BIB_REF|PAGES|ILLUSTRATI|PHOTO|DRAWING|VALUE
BRIDE|1|4|Kermode/1911-1912|71--72|yes|no|yes|sdisc
BRIDE|1|4|Kermode/1911-1912b|593--595|yes|yes|yes|cdisc
BRIDE|1|4|Macalister/1949|191|yes|no|yes|sdisc
BRIDE|1|5|Kermode/1911|33|no|no|no|minor
BRIDE|1|5|Kermode/1911-1912|73|no|no|no|minor
BRIDE|1|5|Macalister/1949|191|yes|no|yes|minor
BRIDE|1|6|Kermode/1911-1912|71-72|yes|no|yes|minor
BRIDL|1|1|Brash/1872|249--257||no|yes|sdisc
BRIDL|1|1|Huebner/1876|37||no|yes|list
BRIDL|1|1|Macalister/1922b|23||no|no|cdisc
BRIDL|1|1|Macalister/1945|403--405||no|yes|cdisc
BRIDL|1|1|Nash-Williams/1950|180, Plate I||yes|no|cdisc
BRIDL|1|1|RCHAMW/1925|31||yes|no|list
BRIDL|1|1|Rhys/1873|5||no|no|cdisc
BRIDL|1|1|Rhys/1918|187||no|no|minor
BRIDL|1|1|RomillyAllen/1896|290, 301||no|no|list
BRIDL|1|1|Thomas/1994|71--73||yes|no|cdisc
BRIDL|1|1|Westwood/1879|114||no|yes|sdisc
BRUGH|1|1|Macalister/1949|126||no|yes|cdisc
BRUGH|1|1|Petrie/1878|74||no|yes|cdisc
BRYNK|1|1|Anon/1903|288--289||yes|no|illus
BRYNK|1|1|Anon/1904|149||no|no|minor
BRYNK|1|1|Macalister/1945|361--362||no|yes|cdisc
BRYNK|1|1|Nash-Williams/1950|86--87||no|yes|cdisc
BRYNK|1|1|RCAHMW/1960|95||yes|no|cdisc
BRYNK|1|1|Rhys/1903|256--262||yes|no|sdisc
BRYNK|1|1|Rhys/1907|98--102||yes|no|sdisc
BRYNK|1|2|Macalister/1945|361-362||no|yes|cdisc
BRYNK|1|2|Nash-Williams/1950|86||no|no|cdisc
BRYNK|1|2|RCAHMW/1960|95||yes|no|cdisc
BTOBR|1|1|Macalister/1949|2||no|yes|minor
BUCKM|1|1|Okasha/1994|79--81|photograph|yes|no|sdisc
BUCKM|1|1|Pearce/1982|16--17, Plate 1d||yes|no|sdisc
BUCKM|1|1|Thomas/1994|330|none|no|no|minor
BURGA|1|1|Macalister/1945|81||no|no|minor
BURIN|1|1|Forsyth/1996|192--205||yes|yes|sdisc
BURNF|1|1|Macalister/1945|61||no|yes|cdisc
BWEEN|1|1|Cuppage/etal/1986|194||no|no|cdisc
BWEEN|1|1|Gippert/Web|Ogham 172||yes|yes|sdisc
BWEEN|1|1|Macalister/1945|165--166||no|yes|cdisc
BWEEN|1|1|Ziegler/1994|266||no|no|read
CACHU|1|1|Macalister/1949|79, Plate XLV||no|yes|cdisc
CALDY|1|1|Huebner/1876|33||no|yes|list
CALDY|1|1|Macalister/1945|405--406||no|yes|cdisc
CALDY|1|1|Nash-Williams/1950|180, Plate XXIII, Fig. 193||yes|yes|cdisc
CALDY|1|1|RCHAMW/1925|41||no|yes|list
CALDY|1|1|Rhys/1873|7||no|no|minor
CALDY|1|1|Westwood/1879|108||no|yes|cdisc
CALDY|1|2|Huebner/1876|33||no|no|list
CALDY|1|2|Macalister/1945|405--409||no|yes|cdisc
CALDY|1|2|Nash-Williams/1950|180--182, Plate XXIII, Fig. 193||yes|yes|cdisc
CALDY|1|2|RCHAMW/1925|41||yes|yes|list
CALDY|1|2|Rhys/1873|11||no|no|cdisc
CALDY|1|2|Westwood/1855a|258--261||no|yes|sdisc
CALDY|1|2|Westwood/1879|106--108||no|yes|cdisc
CAMP|1|1|Cuppage/etal/1986|254||no|no|cdisc
CAMP|1|1|Macalister/1945|168--169||no|yes|cdisc
CAMP|1|2|Cuppage/etal/1986|254||no|no|cdisc
CAMP|1|2|Macalister/1945|168--169||no|yes|minor
CAMP|2|1|Cuppage/etal/1986|254||no|no|cdisc
CAMP|2|1|Macalister/1945|169--170||no|yes|cdisc
CAMP|2|2|Cuppage/etal/1986|254||no|no|cdisc
CAMP|2|2|Macalister/1945|169--170||no|yes|cdisc
CARDM|1|1|Langdon/1896|355--357|drawing|yes|no|minor
CARDM|1|1|Macalister/1949|178, plate LXI|drawing|no|yes|sdisc
CARDM|1|1|Okasha/1993|85--87|photo|yes|no|sdisc
CARDM|1|1|Thomas/1994|329||no|no|other
CARDM|2|1|Macalister/1945|436--437|drawing|no|yes|sdisc
CARDM|2|1|Okasha/1993|88--90|none|no|no|sdisc
CARDM|2|1|Thomas/1994|265 & Fig. 17.18|drawing|no|yes|sdisc
CAREW|1|1|Huebner/1876|34||no|no|list
CAREW|1|1|Macalister/1949|170--171||yes|yes|cdisc
CAREW|1|1|Nash-Williams/1950|182--184, Plate XLI, Fig. 196||yes|yes|cdisc
CAREW|1|1|Radford/1949|253--255||no|yes|sdisc
CAREW|1|1|RCHAMW/1925|50||yes|yes|cdisc
CAREW|1|1|Rhys/1896|107||no|no|cdisc
CAREW|1|1|RomillyAllen/1896|292, 303||no|no|list
CAREW|1|1|Westwood/1879|120, Plate LVII||no|yes|cdisc
CARHA|1|1|Macalister/1945|77||no|yes|cdisc
CARHA|1|1|Power/etal/1992|124||no|no|minor
CARHA|2|1|Macalister/1945|78||no|yes|minor
CARHA|2|1|Power/etal/1992|124||no|no|cdisc
CARHA|2|1|Ziegler/1994|258||no|yes|minor
CARHA|3|1|Power/etal/1992|124||no|no|minor
CARIN|1|1|Macalister/1945|223--224||no|yes|cdisc
CARIN|1|1|OSullivan/1996|240--241||no|yes|cdisc
CARIN|1|1|Ziegler/1994|271||no|no|other
CATEM|1|1|Wallace/Timoney/1987|60--61||yes|no|cdisc
CBBRN|1|1|Macalister/1949|18||no|yes|cdisc
CBBRN|1|1|Petrie/1872|52, Plate XLIII||no|yes|cdisc
CBBRN|2|1|Macalister/1949|18, Plate IV||no|yes|cdisc
CBBRN|2|1|Petrie/1872|52, Plate XLIII||no|yes|cdisc
CBBRN|3|1|Macalister/1949|18||no|no|minor
CBBRN|3|1|Petrie/1872|52, Plate XLIII||no|yes|cdisc
CBBRN|4|1|Macalister/1949|18--19||no|no|cdisc
CBBRN|4|1|Petrie/1872|52, Plate XLIII||no|yes|cdisc
CBRNW|1|1|Macalister/1945|311--313. Plates II. VI,Fig.36||no|yes|sdisc
CBRNW|1|1|Nash-Williams/1950|63||no|yes|cdisc
CBURG|1|1|Forsyth/1996|210--212||yes|yes|sdisc
CBURG|2|1| Forsyth/1996|214--218||yes|yes|sdisc
CBURG|2|2|Forsyth/1996|214--218||yes|yes|sdisc
CBURG|3|1|Forsyth/1996|219--226||yes|inc|sdisc
CBURG|4|1|Forsyth/1996|207--208||inc|inc|cdisc
CDWYR|1|1|Alcock/1987|fig 27a||yes||illus
CDWYR|1|1|Dark/1992a|55-56|no|no|no|cdisc
CDWYR|1|1|Dark/1992c|32|yes|yes|no|illus
CDWYR|1|1|Dark/1994|81-82|yes|yes|no|illus
CDWYR|1|1|Davies/1982|92-93, 96, Fig. 35||no|yes|cdisc
CDWYR|1|1|Dumville/1984|52|no|no||minor
CDWYR|1|1|Jackson/1953|169, 177, 624-625, 627|no|no||sdisc
CDWYR|1|1|Jackson/1982|32|no|no||cdisc
CDWYR|1|1|Laws/1895|303--307|yes|no||sdisc
CDWYR|1|1|Macalister/1945|342--343|yes|no||cdisc
CDWYR|1|1|McManus/1991|52, 98||no||cdisc
CDWYR|1|1|Nash-Williams/1938|38-39|yes|no||sdisc
CDWYR|1|1|Nash-Williams/1950|107, fig. 108, plate III||yes||cdisc
CDWYR|1|1|Redknap/1991|53|yes|yes||illus
CDWYR|1|1|Rhys/1895|307-313|yes|no||sdisc
CDWYR|1|1|Sims-Williams/1990|inc|no|no||cdisc
CDWYR|1|1|Thomas/1994|81--83|yes|no||cdisc
CDWYR|1|1|Winterbottom/1978|31, 101|no|no||other
CDWYR|1|2|Jackson/1953|139, 169|no|no||cdisc
CDWYR|1|2|Macalister/1945|342--343|yes|no||cdisc
CDWYR|1|2|McManus/1991|98|no|no||cdisc
CDWYR|1|2|Nash-Williams/1950|107|yes|yes||cdisc
CDWYR|1|2|Sims-Williams/1990|inc|no|no||cdisc
CFERT|1|1|Higgins/1987|375,Fig. 91, Pl. 31B||yes|yes|cdisc
CFERT|1|1|Macalister/1949|3, Plate II||no|yes|cdisc
CFERT|2|1|Higgins/1987|338, Fig. 60, Pl. 36A||yes|yes|cdisc
CFERT|2|1|Macalister/1945|4--5, Plate II||no|yes|cdisc
CHFLD|1|1|Cuppage/etal/1986|254||no|no|cdisc
CHFLD|1|1|Orpen/1908|15||no|no|cdisc
CHLAR|1|1|Macalister/1945|33--34||yes|yes|cdisc
CHUIS|1|1|McManus/1991|69||no|no|sdisc
CHUIS|1|1|OKelly/1959|77--87, Plate 10||yes|yes|sdisc
CHUIS|1|1|OSullivan/1996|256, 258||no|yes|cdisc
CILGN|1|1|Anon/1859a|340||no|no|minor
CILGN|1|1|Huebner/1876|38||no|yes|list
CILGN|1|1|Macalister/1945|408--409||no|yes|cdisc
CILGN|1|1|Nash-Williams/1950|184, Plate IV||yes|no|cdisc
CILGN|1|1|RCHAMW/1925|69||yes|no|list
CILGN|1|1|Rhys/1873|5||no|no|cdisc
CILGN|1|1|RomillyAllen/1896|298||no|no|list
CILGN|1|1|Westwood/1855|9--10||no|yes|cdisc
CILGN|1|1|Westwood/1879|111||no|no|cdisc
CILGN|1|2|Macalister/1945|408--409||no|yes|cdisc
CILGN|1|2|Nash-Williams/1950|184, Plate IV||yes|yes|cdisc
CILGN|1|2|RCHAMW/1925|69||yes|no|list
CILGN|1|2|Rhys/1873|5||no|no|cdisc
CILGN|1|2|RomillyAllen/1896|298||no|no|list
CILGN|1|2|Westwood/1855|9||no|yes|cdisc
CILGN|1|2|Westwood/1879|111||no|no|cdisc
CLARD|1|1|Macalister/1949|39||no|no|cdisc
CLARD|1|1|Petrie/1878|63, Plate XXXVI||no|yes|cdisc
CLASH|1|1|Lacey/etal/1983|233||no|no|minor
CLBON|1|1|Macalister/1949|33, Plate VIII||no|yes|cdisc
CLCAH|1|1|Macalister/1945|224--225||no|yes|cdisc
CLCAH|1|1|OSullivan/1996|268--269||no|yes|cdisc
CLCAH|1|2|Macalister/1945|224--225||no|yes|cdisc
CLCAH|1|2|OSullivan/1996|268--269||no|yes|cdisc
CLGHI|1|1|Raftery/1967|219--221||no|yes|sdisc
CLHEE|1|1|Power/etal/1997|171||no|no|minor
CLMAC|1|1|Macalister/1909|1, Plate I||no|yes|cdisc
CLMAC|1|1|Macalister/1949|43, Plate X||no|yes|cdisc
CLMAC|2|1|Macalister/1909|1, Plate I||no|yes|cdisc
CLMAC|2|1|Macalister/1949|43, Plate X||no|yes|cdisc
CLMAC|3|1|Macalister/1909|1, Plate I||no|yes|cdisc
CLMAC|3|1|Macalister/1949|43, Plate X||no|yes|cdisc
CLMAC|4|1|Macalister/1909|2, Plate I||no|yes|cdisc
CLMAC|4|1|Macalister/1949|43, Plate X||no|yes|cdisc
CLMAC|5|1|Macalister/1909|2, Plate I||no|yes|cdisc
CLMAC|5|1|Macalister/1949|43, Plate X||no|yes|cdisc
CLMAC|5|1|Petrie/1872|17, Plate III||no|yes|cdisc
CLMAC|6|1|Macalister/1909|2, Plate I||no|yes|cdisc
CLMAC|6|1|Macalister/1949|43, Plate X||no|yes|cdisc
CLMAC|6|1|Petrie/1872|45-46, PLate XXXVI||no|yes|cdisc
CLMAC|7|1|Macalister/1909|2, Plate I||no|yes|cdisc
CLMAC|7|1|Macalister/1949|43, Plate X||no|yes|cdisc
CLMAC|8|1|Macalister/1909|2, Plate I||no|yes|cdisc
CLMAC|8|1|Macalister/1949|43, Plate X||no|yes|cdisc
CLMAC|8|1|Petrie/1872|72, Plate LXX||no|yes|cdisc
CLMAC|9|1|Macalister/1899|118--119||no|no|list
CLMAC|9|1|Macalister/1909|2, Plate I||no|yes|cdisc
CLMAC|9|1|Macalister/1949|43, Plate X||no|yes|
CLMAC|10|1|Macalister/1909|2, Plate I||no|yes|cdisc
CLMAC|10|1|Macalister/1949|44, Plate XI||no|yes|cdisc
CLMAC|10|1|Petrie/1872|70, Plate LXVII||no|yes|cdisc
CLMAC|11|1|Macalister/1909|3, Plate II||no|yes|cdisc
CLMAC|11|1|Macalister/1949|44, Plate X||no|yes|cdisc
CLMAC|12|1|Macalister/1909|3, Plate II||no|yes|cdisc
CLMAC|12|1|Macalister/1949|44, Plate X||no|yes|cdisc
CLMAC|12|1|Petrie/1872|65, Plate LX||no|yes|cdisc
CLMAC|13|1|Macalister/1909|3, Plate II||no|yes|cdisc
CLMAC|13|1|Macalister/1949|44, Plate XII||no|yes|cdisc
CLMAC|13|1|Manning/1992|9||yes|no|illus
CLMAC|13|1|Petrie/1872|68, Plate LXIV||no|yes|cdisc
CLMAC|14|1|Macalister/1909|3, Plate II||no|yes|cdisc
CLMAC|14|1|Macalister/1949|44, Plate X||no|yes|
CLMAC|15|1|Macalister/1909|4, Plate II||no|yes|cdisc
CLMAC|15|1|Macalister/1949|44, Plate X||no|yes|cdisc
CLMAC|16|1|Macalister/1909|4, Plate II||no|yes|cdisc
CLMAC|16|1|Macalister/1949|44, Plate X||no|yes|cdisc
CLMAC|17|1|Macalister/1909|4, Plate II||no|yes|cdisc
CLMAC|17|1|Macalister/1949|44, Plate X||no|yes|cdisc
CLMAC|18|1|Macalister/1909|4, Plate III||no|yes|cdisc
CLMAC|18|1|Macalister/1949|44, Plate XI||no|yes|cdisc
CLMAC|19|1|Lionard/1961|102, 159, Fig. 1.4||no|yes|illus
CLMAC|19|1|Macalister/1909|4, Plate III||no|yes|cdisc
CLMAC|19|1|Macalister/1949|44, Plate XI||no|yes|cdisc
CLMAC|20|1|Lionard/1961|102, Fig. 1.6||no|yes|illus
CLMAC|20|1|Macalister/1909|4, Plate III||no|yes|cdisc
CLMAC|20|1|Macalister/1949|44, Plate XI||no|yes|cdisc
CLMAC|20|1|Petrie/1872|73, Plate LXX||no|yes|cdisc
CLMAC|21|1|Lionard/1961|102, Fig. 1.15||no|yes|illus
CLMAC|21|1|Macalister/1909|5, Plate III||no|yes|cdisc
CLMAC|21|1|Macalister/1949|44, Plate XI||no|yes|cdisc
CLMAC|21|1|Petrie/1872|31--32, Plate XII||no|yes|cdisc
CLMAC|22|1|Lionard/1961|102, Fig. 1.2||no|yes|illus
CLMAC|22|1|Macalister/1909|5, Plate III||no|yes|cdisc
CLMAC|22|1|Macalister/1949|45, Plate XII||no|yes|cdisc
CLMAC|22|1|Petrie/1872|29, Plate XVIII||no|yes|cdisc
CLMAC|23|1|Lionard/1961|102, Fig. 1.11||no|yes|illus
CLMAC|23|1|Macalister/1909|5, Plate III||no|yes|cdisc
CLMAC|23|1|Macalister/1949|45, Plate XII||no|yes|cdisc
CLMAC|23|1|Petrie/1872|31, Plate XXI||no|yes|cdisc
CLMAC|24|1|Lionard/1961|105, Fig. 5.1||no|yes|illus
CLMAC|24|1|Macalister/1909|5--6, Plate IV||no|yes|cdisc
CLMAC|24|1|Macalister/1949|45, Plate XIII||no|yes|cdisc
CLMAC|24|1|Petrie/1872|70--71, Plate LXVII||no|yes|cdisc
CLMAC|25|1|Lionard/1961|102, Fig. 1.12||no|yes|illus
CLMAC|25|1|Macalister/1909|6, Plate IV||no|yes|cdisc
CLMAC|25|1|Macalister/1949|45, Plate XII||no|yes|cdisc
CLMAC|25|1|Petrie/1872|27--28, Plate XVII||no|yes|cdisc
CLMAC|26|1|Lionard/1961|106, 157, Fig. 6.1||no|yes|other
CLMAC|26|1|Macalister/1909|6, Plate IV||no|yes|cdisc
CLMAC|26|1|Macalister/1949|45, Plate XII||no|yes|cdisc
CLMAC|26|1|Petrie/1872|33, Plate XXIV||no|yes|cdisc
CLMAC|27|1|Macalister/1909|6, Plate IV||no|yes|cdisc
CLMAC|27|1|Macalister/1949|45, Plate X||no|yes|cdisc
CLMAC|27|1|Petrie/1872|27, Plate XVII||no|yes|cdisc
CLMAC|28|1|Macalister/1909|6, Plate IV||no|yes|cdisc
CLMAC|28|1|Macalister/1949|45, Plate XI||no|yes|cdisc
CLMAC|28|1|Petrie/1872|45, Plate XXXVI||no|yes|cdisc
CLMAC|29|1|Lionard/1961|114, Fig. 11.17||no|yes|illus
CLMAC|29|1|Macalister/1909|7, Plate V||no|yes|cdisc
CLMAC|29|1|Macalister/1949|45, Plate XIII||no|yes|cdisc
CLMAC|29|1|Petrie/1872|21, Plate VIII||no|yes|cdisc
CLMAC|30|1|Lionard/1961|106, Fig. 67||no|yes|illus
CLMAC|30|1|Macalister/1909|8, Plate VI||no|yes|cdisc
CLMAC|30|1|Macalister/1949|46, Plate XII||no|yes|cdisc
CLMAC|31|1|Lionard/1961|158||no|yes|other
CLMAC|31|1|Macalister/1909|8, Plate VI||no|yes|cdisc
CLMAC|31|1|Macalister/1949|46, Plate XIII||no|yes|cdisc
CLMAC|32|1|Lionard/1961|113, 159, Fig. 10.11||no|yes|cdisc
CLMAC|32|1|Macalister/1909|8, Plate VI||no|yes|cdisc
CLMAC|32|1|Macalister/1949|46, Plate XIII||no|yes|cdisc
CLMAC|33|1|Lionard/1961|113, Fig. 10.4||no|yes|illus
CLMAC|33|1|Macalister/1909|8-9, Plate VI||no|yes|cdisc
CLMAC|33|1|Macalister/1949|46, Plate XIII||no|yes|cdisc
CLMAC|33|1|Petrie/1872|23, Plate XI||no|yes|cdisc
CLMAC|34|1|Macalister/1909|9, Plate VI||no|yes|cdisc
CLMAC|34|1|Macalister/1949|46, Plate X||no|yes|cdisc
CLMAC|35|1|Lionard/1961|113, Fig. 10.7||no|yes|illus
CLMAC|35|1|Macalister/1909|9-10, Plate VII||no|yes|cdisc
CLMAC|35|1|Macalister/1949|46, Plate XIV||no|yes|cdisc
CLMAC|36|1|Lionard/1961|128, Fig. 21.6||no|yes|cdisc
CLMAC|36|1|Macalister/1909|10, Plate VII||no|yes|cdisc
CLMAC|36|1|Macalister/1949|46, Plate XIV||no|yes|cdisc
CLMAC|37|1|Lionard/1961|113, Fig. 10.6||no|yes|illus
CLMAC|37|1|Macalister/1909|10, Plate VII||no|yes|cdisc
CLMAC|37|1|Macalister/1949|46, Plate XIV||no|yes|cdisc
CLMAC|37|1|Petrie/1872|37, Plate XXVIII||no|yes|cdisc
CLMAC|38|1|Lionard/1961|106, Fig. 6.11||no|yes|illus
CLMAC|38|1|Macalister/1909|11, Plate VII||no|yes|cdisc
CLMAC|38|1|Macalister/1949|46, Plate XIV||no|yes|cdisc
CLMAC|38|1|Petrie/1872|15, Plate I||no|yes|cdisc
CLMAC|39|1|Lionard/1961|135, Fig. 26.4||no|yes|illus
CLMAC|39|1|Macalister/1909|11, Plate VII||no|yes|cdisc
CLMAC|39|1|Macalister/1949|46, Plate XIV||no|yes|cdisc
CLMAC|39|1|Petrie/1872|42, Plate XXXII||no|yes|cdisc
CLMAC|40|1| Lionard/1961|113, 159, Fig. 10.18||no|yes|other
CLMAC|40|1|Macalister/1909|11, Plate VII||no|yes|cdisc
CLMAC|40|1|Macalister/1949|46, Plate XIV||no|yes|cdisc
CLMAC|40|1|Petrie/1872|52, Plate XLII||no|yes|cdisc
CLMAC|41|1|Lionard/1961|113, Fig. 10.14||no|yes|illus
CLMAC|41|1|Macalister/1909|11-12, Plate VIII||no|yes|cdisc
CLMAC|41|1|Macalister/1949|47, Plate XV||no|yes|cdisc
CLMAC|42|1|Lionard/1961|113, Fig. 10.13||no|yes|illus
CLMAC|42|1|Macalister/1909|12, Plate VIII||no|yes|cdisc
CLMAC|42|1|Macalister/1949|47, Plate XIV||no|yes|cdisc
CLMAC|43|1|Lionard/1961|124, Fig. 19.5||no|yes|illus
CLMAC|43|1|Macalister/1909|12, Plate VIII||no|yes|cdisc
CLMAC|43|1|Macalister/1949|47, Plate XIV||no|yes|cdisc
CLMAC|44|1|Lionard/1961|124, 160, Fig. 19.2||no|yes|other
CLMAC|44|1|Macalister/1909|12, Plate VIII||no|yes|cdisc
CLMAC|44|1|Macalister/1949|47, Plate XV||no|yes|cdisc
CLMAC|44|1|Petrie/1872|22, Plate X||no|yes|cdisc
CLMAC|45|1|Lionard/1961|124, Fig. 19.1, 162||no|yes|other
CLMAC|45|1|Macalister/1909|12--13, Plate VIII||no|yes|cdisc
CLMAC|45|1|Macalister/1949|47, Plate XV||no|yes|cdisc
CLMAC|45|1|Petrie/1872|36, Plate XXVIII||no|yes|cdisc
CLMAC|46|1|Lionard/1961|124, Fig. 19.3||no|yes|illus
CLMAC|46|1|Macalister/1909|13, Plate IX||no|yes|cdisc
CLMAC|46|1|Macalister/1949|47, Plate XIV||no|yes|cdisc
CLMAC|46|1|Petrie/1872|34, Plate XXVI||no|yes|cdisc
CLMAC|47|1|Lionard/1961|124, Fig. 19.4||no|yes|illus
CLMAC|47|1|Macalister/1909|13, Plate IX||no|yes|cdisc
CLMAC|47|1|Macalister/1949|47, Plate XV||no|yes|cdisc
CLMAC|47|1|Petrie/1872|34, Plate XXVI||no|yes|cdisc
CLMAC|48|1|Lionard/1961|124, Fig. 19.8||no|yes|illus
CLMAC|48|1|Macalister/1909|13--14, Plate IX||no|yes|cdisc
CLMAC|48|1|Macalister/1949|47, Plate XIII||no|yes|cdisc
CLMAC|49|1|Lionard/1961|124, Fig. 19.9||no|yes|illus
CLMAC|49|1|Macalister/1909|14, Plate IX||no|yes|cdisc
CLMAC|49|1|Macalister/1949|47, Plate XVI||no|yes|cdisc
CLMAC|50|1|Lionard/1961|124, Fig. 19.11||no|yes|illus
CLMAC|50|1|Macalister/1909|14, Plate IX||no|yes|cdisc
CLMAC|50|1|Macalister/1949|47, Plate XV||no|yes|cdisc
CLMAC|50|1|Petrie/1872|26, Plate XVI||no|yes|cdisc
CLMAC|51|1|Graves/1800|inc||no|yes|cdisc
CLMAC|51|1|Lionard/1961|124, 160, Fig. 19.7||no|yes|cdisc
CLMAC|51|1|Macalister/1909|14, Plate IX||no|yes|cdisc
CLMAC|51|1|Macalister/1949|47, Plate XVI||no|yes|cdisc
CLMAC|51|1|Petrie/1872|23, Plate XII||no|yes|cdisc
CLMAC|52|1|Lionard/1961|113, Fig. 10.16||no|yes|illus
CLMAC|52|1|Macalister/1909|14--15||no|yes|cdisc
CLMAC|52|1|Macalister/1949|48||no|yes|cdisc
CLMAC|53|1|Lionard/1961|102, Fig. 1.8||no|yes|illus
CLMAC|53|1|Macalister/1909|15, Plate X||no|yes|cdisc
CLMAC|53|1|Macalister/1949|48, Plate XIII||no|yes|cdisc
CLMAC|54|1|Lionard/1961|160||no|no|other
CLMAC|54|1|Macalister/1909|15, Plate X||no|yes|cdisc
CLMAC|54|1|Macalister/1949|48, Plate XV||no|yes|cdisc
CLMAC|54|1|Petrie/1872|20--21, Plate VIII||no|yes|cdisc
CLMAC|55|1|Lionard/1961|111, Fig. 9.11||no|yes|illus
CLMAC|55|1|Macalister/1909|15--16, Plate X||no|yes|cdisc
CLMAC|55|1|Macalister/1949|48, Plate XVI||no|yes|cdisc
CLMAC|56|1|Lionard/1961|120, Fig. 15.5||no|yes|illus
CLMAC|56|1|Macalister/1909|16, Plate X||no|yes|cdisc
CLMAC|56|1|Macalister/1949|48,Plate XVII||no|yes|cdisc
CLMAC|56|1|Petrie/1872|36, Plate XXVII||no|yes|cdisc
CLMAC|57|1|Lionard/1961|113, Fig. 10.10||no|yes|illus
CLMAC|57|1|Macalister/1909|16, Plate X||no|yes|cdisc
CLMAC|57|1|Macalister/1949|48, Plate XVII||no|yes|cdisc
CLMAC|58|1|Lionard/1961|140, Fig. 29.1||no|yes|illus
CLMAC|58|1|Macalister/1909|16, Plate XI||no|yes|cdisc
CLMAC|58|1|Macalister/1949|48, Plate XVII||no|yes|cdisc
CLMAC|58|1|Petrie/1872|46, Plate XXXVII||no|yes|cdisc
CLMAC|59|1|Lionard/1961|119, Fig. 14.11||no|yes|illus
CLMAC|59|1|Macalister/1909|17, Plate XII||no|yes|cdisc
CLMAC|59|1|Macalister/1949|48, Plate XVII||no|yes|cdisc
CLMAC|59|1|Petrie/1872|39, Plate XXX||no|yes|cdisc
CLMAC|60|1|Lionard/1961|124, Fig. 19.12||no|yes|illus
CLMAC|60|1|Macalister/1909|17, Plate XII||no|yes|cdisc
CLMAC|60|1|Macalister/1949|49, Plate XVIII||no|yes|cdisc
CLMAC|60|1|Petrie/1872|26--27, Plate XVI||no|yes|cdisc
CLMAC|61|1|Lionard/1961|119, 158, Fig. 14.14||no|yes|cdisc
CLMAC|61|1|Macalister/1909|17, Plate XII||no|yes|cdisc
CLMAC|61|1|Macalister/1949|49, Plate XIX||no|yes|cdisc
CLMAC|61|1|Petrie/1872|49, Plate XXXVIII||no|yes|cdisc
CLMAC|62|1|Lionard/1961|119, Fig. 14.5||no|yes|illus
CLMAC|62|1|Macalister/1899|120||no|no|list
CLMAC|62|1|Macalister/1909|17--18, Plate XII||no|yes|cdisc
CLMAC|62|1|Macalister/1949|49, Plate XVIII||no|no|cdisc
CLMAC|63|1|Macalister/1909|18, Plate XII||no|yes|cdisc
CLMAC|63|1|Macalister/1949|49, Plate XII||no|yes|cdisc
CLMAC|64|1|Lionard/1961|119, Fig. 14.13||no|yes|illus
CLMAC|64|1|Macalister/1909|18, Plate XIII||no|yes|cdisc
CLMAC|64|1|Macalister/1949|49, Plate XX||no|yes|cdisc
CLMAC|64|1|Petrie/1872|22||no|yes|cdisc
CLMAC|65|1|Lionard/1961|119, Fig. 14.6||no|yes|illus
CLMAC|65|1|Macalister/1909|18, Plate XIII||no|yes|cdisc
CLMAC|65|1|Macalister/1949|49, Plate XX||no|yes|cdisc
CLMAC|65|1|Petrie/1872|38, Plate XXIX||no|yes|cdisc
CLMAC|66|1|Lionard/1961|119, Fig. 14.1||no|yes|illus
CLMAC|152|1|Macalister/1909|42||no|no|cdisc
CLMAC|66|1|Macalister/1909|18, Plate XIII||no|yes|cdisc
CLMAC|66|1|Macalister/1949|49, Plate XVIII||no|yes|cdisc
CLMAC|66|1|Petrie/1872|30, Plate XX||no|yes|cdisc
CLMAC|67|1|Lionard/1961|119, Fig. 14.9||no|yes|illus
CLMAC|67|1|Macalister/1909|18--19, Plate XIV||no|yes|cdisc
CLMAC|67|1|Macalister/1949|49, Plate XXI||no|yes|cdisc
CLMAC|67|1|Petrie/1872|39, Plate XXX||no|yes|cdisc
CLMAC|68|1|Lionard/1961|119, Fig. 14.8||no|yes|illus
CLMAC|68|1|Macalister/1909|19, Plate XIV||no|yes|cdisc
CLMAC|68|1|Macalister/1949|49, Plate XXI||no|yes|cdisc
CLMAC|68|1|Petrie/1872|69, Plate LXV||no|yes|cdisc
CLMAC|69|1|Lionard/1961|122, 164, Fig. 16.8||no|no|other
CLMAC|69|1|Macalister/1909|19, Plate XIV||no|yes|cdisc
CLMAC|69|1|Macalister/1949|49, Plate XXI||no|yes|cdisc
CLMAC|69|1|Petrie/1872|57, Plate XLVIII||no|yes|cdisc
CLMAC|70|1|Lionard/1961|12, Fig. 16.1||no|yes|illus
CLMAC|70|1|Macalister/1909|19, Plate XV||no|yes|cdisc
CLMAC|70|1|Macalister/1949|50, Plate XXII||no|yes|cdisc
CLMAC|70|1|Petrie/1872|41, Plate XXXIV||no|yes|cdisc
CLMAC|71|1|Lionard/1961|119, Fig. 14.2||no|yes|illus
CLMAC|71|1|Macalister/1909|20, Plate XVI||no|yes|cdisc
CLMAC|71|1|Macalister/1949|50, Plate XXIII||no|yes|cdisc
CLMAC|71|1|Petrie/1872|52, Plate XLII||no|yes|cdisc
CLMAC|72|1|Lionard/1961|119, Fig. 14.7||no|yes|illus
CLMAC|72|1|Macalister/1909|20, Plate XVI||no|yes|cdisc
CLMAC|72|1|Macalister/1949|50, Plate XXI||no|yes|cdisc
